Sample_ID,Phylum,Genus,galactan,pectin,xylan,alpha-glucan,arabinogalactan,beta-glucan,host glycan,fructan,Hostglycan_ratio,Category,Placebo_M0_OA05,Placebo_M0_OA06,Placebo_M0_OA09,Placebo_M0_OA10,Placebo_M0_OA13,Placebo_M0_OA20,Placebo_M0_OA23,Placebo_M0_OA24,Placebo_M0_OA25,Placebo_M0_OA29,Placebo_M0_OA33,Placebo_M0_OA34,Placebo_M0_OA36,Placebo_M0_OA37,Placebo_M0_OA42,Placebo_M0_OA44,Placebo_M0_OA45,Placebo_M3_OA05,Placebo_M3_OA06,Placebo_M3_OA09,Placebo_M3_OA10,Placebo_M3_OA13,Placebo_M3_OA20,Placebo_M3_OA23,Placebo_M3_OA24,Placebo_M3_OA25,Placebo_M3_OA29,Placebo_M3_OA33,Placebo_M3_OA34,Placebo_M3_OA36,Placebo_M3_OA37,Placebo_M3_OA42,Placebo_M3_OA45,Placebo_M6_OA05,Placebo_M6_OA06,Placebo_M6_OA09,Placebo_M6_OA10,Placebo_M6_OA13,Placebo_M6_OA20,Placebo_M6_OA23,Placebo_M6_OA24,Placebo_M6_OA25,Placebo_M6_OA29,Placebo_M6_OA33,Placebo_M6_OA34,Placebo_M6_OA36,Placebo_M6_OA37,Placebo_M6_OA44,Prebiotic_M0_OA01,Prebiotic_M0_OA04,Prebiotic_M0_OA08,Prebiotic_M0_OA12,Prebiotic_M0_OA19,Prebiotic_M0_OA22,Prebiotic_M0_OA26,Prebiotic_M0_OA28,Prebiotic_M0_OA30,Prebiotic_M0_OA35,Prebiotic_M0_OA39,Prebiotic_M0_OA40,Prebiotic_M0_OA50,Prebiotic_M3_OA01,Prebiotic_M3_OA04,Prebiotic_M3_OA08,Prebiotic_M3_OA12,Prebiotic_M3_OA19,Prebiotic_M3_OA22,Prebiotic_M3_OA26,Prebiotic_M3_OA28,Prebiotic_M3_OA30,Prebiotic_M3_OA35,Prebiotic_M3_OA39,Prebiotic_M3_OA40,Prebiotic_M3_OA50,Prebiotic_M6_OA01,Prebiotic_M6_OA04,Prebiotic_M6_OA08,Prebiotic_M6_OA12,Prebiotic_M6_OA19,Prebiotic_M6_OA26,Prebiotic_M6_OA28,Prebiotic_M6_OA30,Prebiotic_M6_OA35,Prebiotic_M6_OA39
Li32145_S22_Metabat2_binout.129,Firmicutes,Aphodomorpha,0,0,0,0,0,0,1,0,0.5,Generlist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2466.184621,0,0,0,0,0,0,0,0,0,0,0,0,1079.541042,0,0,0,0,0,0,0,0,0,0,0,0,4974.766976,0,0,0,0,0,0
Li32125_S2_Metabat2_binout.16,Bacteroidota,Bacteroides,6,7,3,1,3,1,18,1,0.45,Generlist,88129.60533,18550.18028,712.9785869,35.78941508,494.4120997,5455.362011,3063.804954,847.691818,0,0,4525.809105,2997.483066,0,0,2836.205664,722.2212539,522.2764573,2613.334832,15056.83824,1245.014116,0,0,11015.65317,4603.556034,2506.277921,0,0,1418.336208,853.1011519,0,0,3340.693042,645.2554174,2945.969927,16726.08326,2262.102247,0,0,252.7559881,5089.21568,2899.945793,0,0,1159.010021,7692.253546,0,0,1114.487421,572.5753729,1008.622813,6228.046429,289.0257309,246.2602267,111.1675134,0,724.941367,1224.896388,56.02768483,1248.015044,935.6974647,0,1482.211837,14253.73729,13602.18707,301.7113526,591.0102834,767.4002923,0,1310.385452,10075.63014,1859.398402,397.7492926,497.8250697,0,1983.860832,4353.067049,5006.403912,277.0886196,551.8741347,0,1294.887507,1801.698531,995.8793874,982.7274466
Li32138_S15_Metabat2_binout.85,Bacteroidota,Bacteroides,3,18,10,7,6,5,15,1,0.22,Generlist,598.4224718,41561.6169,0,46.39368622,0,0,0,0,0,0,0,9479.341949,6676.079704,6346.543478,7666.210107,306.5872042,493.4297925,232.8316747,39626.13853,0,0,0,0,0,0,0,0,0,2002.202552,90838.11211,1364.986285,8831.650977,487.3257698,320.6115243,36258.36133,254.2172049,0,0,0,102.5254615,0,0,0,0,2293.31644,84.245773,5593.494109,516.6931118,0,437.8517637,37749.28061,6301.77063,153.3819084,338.8600106,0,2690.222272,116.8324868,48.87521443,2656.817301,0,0,0,620.0368609,25140.44003,7018.289819,262.9320824,2375.54533,0,6003.774346,250.3344415,1768.303955,3445.703579,0,0,0,0,23391.46689,5145.381728,755.2675505,0,13630.23254,135.8126832,1531.326227,12061.16668
Li32144_S21_Metabat2_binout.105,Bacteroidota,Bacteroides,1,7,1,0,0,2,14,0,0.56,Generlist,0,0,0,2033.36899,323.5203185,0,0,0,0,0,0,0,0,0,1760.138474,0,0,0,0,0,11068.73575,328.3856561,0,0,0,0,0,0,0,0,0,1233.66404,0,0,0,0,7332.91431,308.6877563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li32144_S21_Metabat2_binout.53,Bacteroidota,Bacteroides,3,16,4,3,3,2,39,1,0.54,Generlist,1108.88405,0,872.7386036,255.8280411,333.9564578,0,11220.98301,293.8354032,3226.019807,228.1115727,0,5105.237031,2926.046924,0,3257.409107,154.7209168,314.2768217,338.5426075,0,4365.776372,2089.086884,208.8532773,0,14744.87739,865.5828135,838.3775717,825.4665574,0,791.0574318,14098.36592,0,1556.492013,160.9378314,303.7372335,0,4119.180473,2675.726342,215.146012,0,1800.989432,937.0738502,2314.263397,768.5331363,0,2239.819801,30.75639332,0,655.3499974,303.7138935,806.6376242,0,0,116.7613144,38.8416613,1341.683516,504.9860869,350.4974604,0,1911.070889,633.8595729,0,417.2874974,2455.971694,0,0,264.6927883,816.2965941,2080.163758,1358.110209,860.9385555,668.4724801,616.29286,449.324755,0,530.6678289,1196.952288,0,0,3322.092457,1031.439559,1723.43361,490.91924,350.4978104,2456.047245
Li32146_S23_Metabat2_binout.6,Bacteroidota,Bacteroides,1,14,7,1,3,3,33,2,0.51,Generlist,1290.573765,22611.02203,928.1924937,129.9023214,814.0188659,13663.93949,11370.12061,166.7399312,1372.745667,1079.478809,7841.034884,5696.803795,0,1330.677119,4362.683835,590.0519098,370.4519058,686.4520066,18158.22919,1541.184875,501.3808522,704.0588467,11003.22015,26374.53978,377.77555,526.2431527,4042.958011,5203.661934,628.1926664,0,651.2394628,3479.047888,100.7741561,462.6368048,15546.86619,3184.178211,116.3954652,966.152588,169.346512,613.9175226,1024.582692,2206.236739,3443.61963,1626.973138,3315.383803,0,784.7147614,1990.903585,181.9567588,228.0477936,7075.274639,1180.083224,119.9457138,129.9186602,0,560.9510398,1053.952013,0,1499.149359,2608.741779,92.3955798,165.5441192,1990.944049,5773.91149,1732.612451,390.8767118,846.1776674,0,1069.034542,1618.564484,569.3402887,696.4255014,949.9371991,245.6885079,504.1012292,6099.09297,4996.810036,1373.897739,424.4142609,0,22225.81913,755.0686789,517.3399415,2979.037205
Li32158_S35_Metabat2_binout.103,Bacteroidota,Bacteroides,0,8,2,1,0,0,8,1,0.38,Generlist,1740.472105,0,2137.61543,312.8259985,1051.441035,0,0,559.6864823,4376.048625,0,0,0,0,0,9148.108351,450.745992,772.7869674,0,0,11120.11507,563.0260389,1283.331144,0,0,1671.259472,5107.654129,0,0,0,0,0,7113.744977,363.9902354,0,0,5620.06736,0,781.7417206,0,1693.522985,1163.138359,22628.81486,596.5536932,0,0,0,0,0,3627.215953,317.9637808,0,865.8150715,158.6892409,502.2628616,12237.25364,0,557.1064897,0,0,0,0,4252.427543,0,0,1707.151577,346.2721621,23436.2691,16897.18127,0,1623.862568,0,0,0,0,4369.541485,0,0,1838.27774,630.5195888,14183.96185,0,753.8226909,0,0
Li32160_S37_Metabat2_binout.23,Bacteroidota,Bacteroides,2,4,6,3,2,1,9,1,0.29,Generlist,0,0,0,0,1025.350687,0,6027.104137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845.9214502,0,14165.88076,0,0,0,0,0,0,0,0,0,0,0,0,0,926.063269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li32166_S43_Metabat2_binout.54,Bacteroidota,Bacteroides,2,3,8,4,0,0,19,1,0.48,Generlist,0,0,0,0,0,1476.492527,4615.160161,0,1298.506717,987.2369705,0,1536.80481,888.8557638,0,8671.56431,0,0,0,0,0,0,0,2188.211013,4274.984326,0,1738.666103,712.9668562,110.1233913,473.0833661,1616.793259,0,3337.81065,0,0,0,0,0,0,26.53937875,0,0,3916.658819,3744.583655,130.7732546,2055.397177,0,0,0,0,330.9950833,0,0,0,0,1466.154695,609.1069295,0,0,3273.933942,0,80.51614811,0,1341.043027,0,0,0,0,1078.808332,1435.833383,0,195.5851345,1022.783895,0,2252.144656,0,0,0,0,0,208.1559782,4826.539028,0,115.108137,2087.33161
Li32177_S54_Metabat2_binout.56,Bacteroidota,Bacteroides,3,5,10,2,1,0,7,0,0.25,Generlist,1374.208712,0,14250.32942,1405.065925,443.5359205,0,0,0,0,0,0,0,0,0,27708.73013,188.4055445,262.6564742,12641.1542,841.9826308,10501.72149,9915.285814,558.2556154,0,0,0,0,0,0,0,0,0,22293.86569,142.8887288,12858.20955,0,35218.41854,1006.478435,342.0955222,0,0,0,0,393.6716939,0,0,0,0,0,0,5265.949337,0,0,506.850251,0,0,0,9927.071932,0,0,0,0,0,22581.57182,0,0,666.1337355,0,0,0,6039.815097,0,0,0,0,0,0,0,0,218.3089329,0,0,10892.42639,183.6556792,0
Li32181_S58_Maxbin2out.011,Bacteroidota,Bacteroides,4,5,9,2,1,6,9,1,0.23,Generlist,3387.215389,37041.89293,4864.098359,336.6856085,3083.879165,26392.11616,3240.500584,1288.444923,11527.28416,11371.92283,26071.85491,25315.25116,6659.517175,17708.95331,45823.55265,1312.273164,6056.281361,34056.31583,31123.34957,12561.2052,1184.957479,4534.34914,26261.64041,0,1476.870111,15982.05614,13339.65207,15092.21176,2841.085351,13280.16514,10999.84155,19028.11486,1827.471637,18800.77228,13118.36263,9104.422948,646.3371716,2890.4399,697.6065272,9042.004558,1631.067584,33860.81735,37065.60075,11329.83579,14610.21363,394.4841752,30012.75346,1175.967361,1156.919093,8052.04181,58538.95746,6795.259978,1225.993801,1999.675873,4194.389245,22439.3431,3664.850639,921.4766037,53402.79341,6457.606097,665.2481745,2756.714617,35270.99593,33400.96147,5214.386921,3736.217938,1437.007981,13700.86581,28745.30252,17392.28334,14217.43173,16744.80813,2534.280814,6936.60554,2392.986468,8759.771111,46223.29105,12788.40949,4701.099816,2080.225449,26810.33752,11844.36116,4295.214864,35524.74869
Li32192_S69_Metabat2_binout.90,Bacteroidota,Bacteroides,2,17,8,2,2,4,39,1,0.5,Generlist,1691.444722,9221.937759,2949.618821,59.64902514,366.5693932,7969.755185,23873.36273,274.0131736,2192.07371,1453.432207,2760.091027,6575.431106,0,18441.3654,2265.890054,1519.2338,652.8455717,1453.190798,7387.2061,4272.537429,201.3742767,338.8939971,8073.690492,56219.50721,1193.232805,496.5774848,10102.47317,1544.381053,507.9829587,0,6708.638662,1696.288055,178.986934,850.7454921,6354.100086,9566.897186,56.14369499,427.6194027,92.25593566,1287.126878,1233.631593,3012.2818,7804.910819,476.9377519,3436.455144,0,9910.164199,3384.012861,77.70126932,1441.262056,5940.623841,638.6332743,223.9694303,570.5706108,0,1878.079699,448.8827125,65.56431203,1958.5414,2898.506156,191.3908439,95.13074853,6420.794557,4158.173275,589.4192247,1003.015466,867.9093571,0,3263.009769,1034.450787,1184.2278,970.3334392,884.155163,513.2159943,214.5252925,7049.032699,7153.832993,888.9926546,1430.533691,0,20246.49109,451.0476266,660.9017753,5145.04872
Li32150_S27_Maxbin2out.025,Firmicutes,Bariatricus,2,0,2,4,3,0,1,0,0.08,Generlist,710.8970569,1250.852653,0,726.3925728,7606.641037,720.972953,0,892.0003311,1843.825547,3607.403779,2285.791687,1056.255937,2684.510032,3063.795406,2052.213855,163.8557311,1726.245151,1027.67084,1823.413119,0,298.6366824,5193.747537,637.1921274,0,841.1313216,1951.485025,5748.73473,2607.138119,739.3543317,1208.584156,2386.908924,2153.147284,922.0083236,881.6816918,2819.866902,420.8228307,786.0117299,5176.867394,932.6695961,751.0298868,844.7034058,578.9120885,5473.783212,4009.097716,495.5478126,5061.432553,2275.820588,0,483.5583848,3223.944236,404.3968972,600.7696414,684.1151555,5030.664822,484.8586601,1594.350403,1218.74731,2108.786691,3015.143093,4045.490145,1000.512135,629.1507364,1480.409111,706.5864061,1099.909741,556.9699692,2306.275569,463.3343476,1142.667023,964.2511821,2100.530759,3834.711129,2510.309394,732.9707153,2420.881397,2364.26307,562.8406825,1525.270226,646.7910621,2407.137081,2578.984284,1255.955822,2638.433702,2095.045326
Li32195_S72_Metabat2_binout.97,Firmicutes,Bariatricus,2,0,3,5,2,0,4,0,0.25,Generlist,980.5476647,0,0,170.9938721,3599.163543,0,363.1176242,1366.567828,1865.422332,4474.975662,3422.357047,0,2151.748658,6028.90792,1829.314222,103.3375865,1949.427242,1196.273087,2591.258914,0,0,2833.311441,0,0,1333.828884,2380.992304,7291.386882,5292.55672,0,755.8107407,4981.691158,2226.648296,958.1065288,788.8730927,3170.214002,436.6216401,0,3482.425511,0,1075.899723,1578.805358,686.9387461,5880.8908,6571.997087,0,4303.220596,5000.894072,0,674.4168424,5441.871921,0,229.7060394,741.4343462,5490.067919,1906.145837,1160.947396,913.7530284,4382.080201,6351.860614,2760.523119,1623.522331,1039.791544,1648.217252,0,0,423.7432221,3558.564187,806.3400736,773.1410526,851.6669095,3919.740434,12891.15656,2462.924029,1306.2439,2970.145846,0,0,441.2892831,507.1275833,799.265583,2281.468464,822.3520265,4767.287561,6237.310937
Li32185_S62_Metabat2_binout.65,Bacteroidota,Barnesiella,0,3,0,0,0,2,13,0,0.68,Specilist,627.262109,0,299.7150726,249.2003717,0,0,12918.23369,0,2605.112229,0,0,0,0,0,9406.364476,982.5634608,0,1423.75231,0,1164.115622,3241.16693,0,0,15364.72348,0,3586.966195,0,0,2638.150684,0,0,4301.97098,0,1167.138444,0,1727.81524,1050.297904,0,0,104.9959546,0,9442.637845,0,0,19451.65945,0,0,0,0,2495.494427,0,0,2107.010991,0,0,588.282761,1729.120805,0,10498.63943,0,0,0,2976.461353,0,0,5778.049891,332.7664984,0,1332.202484,2145.723784,3718.796803,5259.615188,0,0,0,0,0,0,4821.779909,0,1504.53596,2879.478081,1096.760676,5385.716666
Li32136_S13_Metabat2_binout.3,Actinobacteriota,Bifidobacterium,2,0,3,3,5,0,4,1,0.21,Generlist,0,6163.904219,11331.07821,0,0,4196.663397,0,5333.345771,256.4618257,4938.677875,0,0,0,0,0,2258.868293,0,0,2487.114312,8896.092054,0,0,6008.255523,0,2395.023632,1209.843327,4307.332309,0,0,0,0,0,0,0,7702.509169,3455.63048,0,0,6253.183146,4066.431558,4219.870827,2405.670569,10621.0742,0,0,0,0,77051.36976,0,7498.211454,3076.424329,875.9120403,0,945.5935475,871.2982489,6680.653567,119.2921181,8788.001969,0,2845.037729,0,0,10835.00193,4276.20351,11336.45399,0,1767.058018,19769.85422,3564.357516,1070.212851,4017.533002,0,2767.305315,0,0,0,1818.039364,6818.175987,0,58.71066052,7340.778936,0,3974.4641,35.48309462
Li32186_S63_Maxbin2out.006,Actinobacteriota,Bifidobacterium,0,0,1,0,0,1,4,0,0.5,Generlist,0,0,0,0,0,0,0,10321.55154,0,0,0,0,0,0,0,2212.337833,0,0,0,0,0,0,0,0,3243.490402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7060.669133,5278.484736,0,0,0,0,0,0,919.5829306,0,0,0,0,0,0,0,11364.78998,0,37370.46578,0,0,0,0,0,0,0,0,0,511.7424138,5799.239676,117.8823561,8348.538068,0,0,0,0,0,0,0,0,0,6580.803293,0,10476.13382,359.4591759
Li32199_S76_Maxbin2out.013,Actinobacteriota,Bifidobacterium,1,0,6,6,2,1,1,1,0.05,Generlist,0,0,9811.377554,0,0,1494.51685,0,1561.292083,0,6241.282211,3777.838072,0,0,0,0,1962.272292,0,0,0,10028.67097,0,0,3350.698114,0,678.5289004,392.1027412,3142.960402,2418.734244,0,0,0,0,0,0,0,7218.619615,0,0,4423.229792,2119.683036,1947.071735,0,1007.692049,8142.558233,0,0,0,720.7541888,0,0,0,0,0,0,0,1736.215051,3417.657693,4463.141532,0,6967.280938,0,0,0,0,0,0,0,0,1549.009234,4684.830263,778.3216652,0,6926.62541,0,0,0,0,0,0,0,1274.847581,706.47515,1072.187029,0
Li32205_S82_Metabat2_binout.96,Actinobacteriota,Bifidobacterium,2,0,1,4,1,1,1,2,0.07,Generlist,0,0,1502.536355,0,0,0,0,724.0943865,0,449.9905888,0,0,0,0,0,375.0983113,803.1518777,0,0,933.7605871,0,0,407.1813107,0,299.5307759,112.2136134,399.3739392,0,0,0,0,0,13684.22794,0,0,636.26114,0,0,623.0435107,723.8544633,698.8553357,0,705.3844345,0,0,0,0,3391.861364,0,0,0,0,0,0,0,926.6754996,0,1857.258148,0,250.9566472,0,0,0,0,0,0,0,1006.887776,639.5117348,0,408.5853836,0,236.36935,0,0,0,0,0,0,0,650.5268188,0,0,138.846892
Li32143_S20_Metabat2_binout.23,Firmicutes,Blautia,7,1,3,6,5,2,5,0,0.15,Generlist,0,0,0,18758.95564,0,2699.142493,471.7286993,0,0,98.47439479,0,0,0,0,0,0,0,0,144.7433453,0,4326.122216,0,777.06357,200.6951512,0,0,156.0933354,0,0,0,0,0,0,0,0,0,5261.075029,0,92.25593566,0,0,0,104.7999731,0,0,0,0,0,0,0,215.5669411,0,0,0,438.543803,0,0,0,0,0,0,0,0,0,0,0,0,58.0896794,0,0,0,0,0,0,0,0,0,0,0,365.6072951,0,0,0,0
Li32143_S20_Metabat2_binout.68,Firmicutes,Blautia,2,0,5,9,7,1,3,0,0.1,Generlist,0,0,133.3534024,15465.00392,0,564.7621465,5651.018026,0,0,0,0,133.2214696,0,0,0,0,71.35753923,0,70.60650992,71.30036788,2316.489129,0,189.6035111,1248.572489,0,420.4785975,0,0,51.70310012,0,0,0,42.1145727,0,0,292.9961006,2777.058865,0,51.81497756,0,0,49.85845738,0,0,50.68102629,0,0,0,0,0,172.1193405,73.20302354,0,395.1134511,1923.513908,0,0,0,0,0,0,0,0,44.66008887,0,0,124.9572157,470.2497856,0,0,0,0,0,0,0,0,0,0,0,1339.670526,0,0,0,0
Li32155_S32_Metabat2_binout.128,Firmicutes,Blautia,1,0,0,1,1,0,5,1,0.5,Generlist,0,458.8822055,159.7600167,0,0,12678.60978,489.5603683,0,812.5790476,0,0,0,0,0,0,0,0,0,278.8957142,163.1681496,0,0,11153.97048,442.2397579,0,104.4747436,0,0,0,0,0,0,0,0,442.6336531,843.0819168,0,0,3937.938295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693.275517,0,0,0,0,0,0,0,0,0,0,0,0,206.0800531,0,0,0,0,0,0,0,0,0,0,0,200.1499791,0,0,0,0
Li32133_S10_Metabat2_binout.43,Firmicutes,Blautia,1,1,0,4,2,3,5,1,0.29,Generlist,4710.954736,3534.633204,1043.061266,224.0152277,5975.994271,2129.874265,1150.953184,3383.771191,716.7433128,1428.50198,4295.96384,4375.690888,4502.247673,5099.130049,4013.730617,51.95425621,11594.841,1731.518317,5706.771164,762.365472,0,8675.949035,1639.604133,594.9812004,2963.520819,1258.856169,1587.652033,6059.440096,5092.755362,2333.387405,5612.579388,5341.073518,5650.873201,6519.100994,5067.215373,756.9065931,0,2212.930409,6077.517734,2199.97406,2311.691911,461.1907308,1619.025226,6470.711919,2156.75923,13143.67782,9509.678888,0,191.3110864,4155.682365,523.0422678,350.8696645,888.4474556,2558.192175,1183.923534,2107.145553,698.5352896,3473.716459,512.9877786,4612.945381,840.7997761,537.3433328,553.198025,601.3161966,388.278323,524.1034589,3096.765781,506.2100633,1885.809657,463.5822991,2795.795723,3445.703579,2060.427164,1019.607308,1320.360005,17691.74526,521.267223,728.6404442,444.7536024,604.4529367,1774.304191,721.427005,2937.197518,2365.025394
Li32137_S14_Metabat2_binout.36,Firmicutes,Blautia,0,1,1,6,2,4,3,2,0.15,Generlist,612.8422904,4370.897301,6876.282371,827.1331486,11530.62942,2470.834391,3094.60511,2972.168424,2794.084101,2046.771598,1348.880054,1294.151419,3531.959471,10909.0853,1615.638023,330.8515546,7342.235313,628.9131444,5846.219021,8235.19249,1005.50149,8813.87101,3544.964006,738.8423264,720.0964367,4069.355752,939.3725048,2331.166247,3400.77141,2520.557517,18042.8219,651.4207313,6763.901193,717.157357,5646.569846,3666.760023,658.6613974,14794.29502,8951.353319,1488.472062,3105.348492,1139.819734,1320.748379,2424.433572,906.6272481,3098.372318,7309.226384,3966.110164,452.0252483,4581.805956,1831.483468,3049.284567,1292.335457,5858.394018,3323.090996,3788.697162,999.840124,1673.678074,2275.521908,3316.767234,14454.62849,610.0415031,1093.597124,3325.581618,612.334011,579.859146,4038.019591,1291.803823,3373.45849,442.3899654,1894.228631,3812.856772,1164.007554,8797.01352,2804.768763,9825.453868,1311.162954,1912.681166,717.3007795,3774.828605,1578.529532,1142.570922,1866.303839,3515.911854
Li32144_S21_Maxbin2out.005,Firmicutes,Blautia,3,2,0,5,2,1,4,1,0.2,Generlist,553.7210342,1038.243137,1060.225565,19950.61061,3373.482031,1752.865492,1233.627286,613.3231035,970.5055403,822.6974754,987.5555052,1140.312341,2342.21775,3527.913381,1203.658014,213.8117467,2369.98125,782.7961478,1369.766292,858.3467364,8987.868227,3025.088664,1423.58046,682.0083013,476.8040922,928.6643871,902.8101019,1536.420326,1319.721631,1679.183297,4154.558894,1390.754437,2889.360505,818.4031015,1348.409082,778.4504241,22988.78906,3134.984746,1922.20929,487.9223771,544.4994616,491.659788,1007.692049,1402.60726,841.8681589,2717.260488,3821.605222,939.204188,143.3324385,3622.702093,1069.479397,834.2620441,687.299555,2771.151628,1401.024427,896.7407573,1041.653856,765.3143332,2013.668445,1564.382674,1981.225218,210.8246938,2148.79747,1008.042006,716.7235929,401.4409472,1828.178395,1105.086996,792.2309551,923.1910356,916.3029587,2517.621896,904.2242588,1583.32594,852.7878502,3362.19381,1151.265032,1116.051385,1075.273191,1856.057472,693.6897357,1183.688523,1207.988763,1948.484718
Li32144_S21_Maxbin2out.022,Firmicutes,Blautia,3,2,0,7,1,0,2,1,0.12,Generlist,0,0,377.6145849,3793.677999,10457.01159,974.8155135,8585.138114,0,153.8770954,130.8836893,0,0,0,0,0,0,816.8160873,0,0,371.5846095,2171.280466,2476.027847,811.2543671,2418.998194,0,185.7328774,0,0,0,0,0,200.3262868,1534.17372,0,0,420.8228307,6283.985764,7194.69645,439.7954193,0,0,0,0,0,0,0,0,0,39.83133029,0,0,132.522715,0,0,864.0615524,0,0,0,839.1561274,0,0,0,0,0,0,0,0,262.7866449,0,0,0,0,0,0,0,0,0,0,0,528.3959447,0,0,0,323.9760813
Li32153_S30_Metabat2_binout.112,Firmicutes,Blautia,1,0,2,3,4,2,1,1,0.07,Generlist,408.0808663,0,1518.380324,255.8280411,654.8677415,528.7134989,528.465828,1441.192692,707.2947192,287.9441164,495.7255938,976.9574437,1805.315744,3566.461386,534.9591171,0,930.684501,208.7456394,0,1602.887116,0,688.2963352,484.8876677,229.1121637,1107.652583,1435.560365,271.4055291,813.32095,983.6514797,944.7634259,2809.923843,451.0944445,1057.376593,486.54205,0,1268.213514,0,738.9797803,827.775861,1088.252188,2230.260071,344.8543302,0,951.3113224,370.2530532,3121.105305,3456.587244,0,143.1815623,2030.276928,0,252.4242191,1052.974762,2451.042765,675.9074455,382.6440967,630.8954288,674.7163747,923.3780016,679.5664536,4970.882193,266.6984304,460.761337,0,215.1443822,382.0731822,2011.539527,463.3343476,290.4392314,282.122942,620.2460086,1904.242951,513.4343664,1677.506535,1376.149864,1576.64588,0,477.2081782,1876.643249,326.9116324,197.3161915,701.4911983,909.2249472,1769.526501
Li32156_S33_Metabat2_binout.14,Firmicutes,Blautia,2,0,3,5,0,1,3,2,0.19,Generlist,0,414.5885563,988.9277066,16909.83586,545.2882788,21901.05547,1903.125405,0,282.1080082,337.8045695,0,352.0853125,0,1332.219039,121.4418685,163.2848052,651.3273261,0,206.5240415,2066.339508,7289.200859,258.767897,14164.31475,836.5258071,0,221.8476036,95.624746,0,324.4369532,0,649.7858033,164.2963791,1039.32749,0,775.8906507,3388.126477,1893.822687,408.9110538,5137.265458,0,0,60.93811457,532.061402,0,204.1319114,0,1418.693354,252.4601787,15.99288262,222.8352726,1163.058845,1234.354431,0,287.9640407,1884.435748,93.70875838,54.11188863,0,12222.89089,124.1847326,704.8462802,0,75.37145328,529.5410538,238.0591685,0,255.3473539,1073.275981,87.26812586,0,80.37745252,170.4639826,85.29365696,185.6313171,100.2889139,0,532.4600775,170.6147519,0,3537.317296,87.86736652,0,0,259.180865
Li32185_S62_Maxbin2out.018,Firmicutes,Blautia,2,0,5,4,4,2,3,2,0.12,Generlist,1235.778454,39757.9795,39793.44746,817.8544113,20767.91722,23084.65274,16311.11399,6163.547386,9367.605632,15977.78218,9026.296275,18773.12542,26004.55194,35128.02563,5876.864094,1808.693227,12990.10863,1917.516034,30433.17094,25315.74408,373.9807996,20379.61382,23279.27043,6296.144344,5677.636421,8858.426404,9244.662944,18723.63009,7530.556532,14303.36175,39209.5581,9200.597232,30582.70024,2411.617387,47541.24696,25107.18056,462.8431441,31971.2319,41893.04125,4406.124352,4805.693909,3203.405887,1663.363676,14626.09106,10158.73016,43956.23499,25638.44895,44643.59294,4804.352464,22713.56024,11515.2852,6536.525153,5749.963999,36477.67743,36474.39729,7376.961702,7940.919656,12904.24869,9360.87848,7504.552385,26532.05071,7108.842507,11989.74948,12257.59939,2462.066481,2306.524741,25993.81733,33762.55152,6037.863458,3597.398641,10627.23885,48162.63138,7477.968069,24035.16076,43199.2836,18441.25194,9454.764079,6915.670131,14114.1471,21534.80341,4436.531243,16636.43069,17078.68482,29759.51718
Li32185_S62_Metabat2_binout.81,Firmicutes,Blautia,3,0,2,3,1,2,1,1,0.07,Generlist,5005.119036,4112.22239,0,161.7151348,4949.339066,10296.39499,4845.350798,4835.458004,5909.420383,20218.41371,4068.066415,4500.982508,7868.581847,11598.32362,3043.732908,1512.668152,5694.938929,2525.019369,2585.963426,0,0,3302.246158,16556.11642,2493.592852,3948.915943,7918.153712,8209.665693,8723.630092,2103.023597,2905.593178,13465.24809,3388.252521,8774.872039,812.7783379,2544.716253,295.8686114,0,1894.888478,18395.58081,3732.914997,5590.842686,2987.352571,4621.947533,15419.70522,3288.635484,9630.762812,16589.84541,0,184.5216551,11573.09974,13249.8471,5930.707028,3189.176082,5733.832828,5523.046707,3281.108054,2126.35126,4891.097678,5348.854659,12365.86723,11775.15668,898.7570936,1723.588705,14688.38423,7202.881152,697.2395399,9798.27559,5106.359437,2721.674675,2368.243288,4324.306945,34180.21394,5531.26578,10299.80823,1762.69389,17313.46317,9224.511072,7491.655271,3878.03446,2738.051713,3130.853007,5365.223979,3144.133494,12278.69348
Li32203_S80_Metabat2_binout.8,Firmicutes,Blautia,2,0,1,4,0,0,1,2,0.09,Generlist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508.220653,0,0,0,0,0,0,0,576.5691662,0,0,0,0,0,0,0,0,0,0,0,0,388.615873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
