# Pathway	Li32124_S1_paired_Abundance-CPM	Li32125_S2_paired_Abundance-CPM	Li32126_S3_paired_Abundance-CPM	Li32127_S4_paired_Abundance-CPM	Li32128_S5_paired_Abundance-CPM	Li32129_S6_paired_Abundance-CPM	Li32130_S7_paired_Abundance-CPM	Li32131_S8_paired_Abundance-CPM	Li32132_S9_paired_Abundance-CPM	Li32133_S10_paired_Abundance-CPM	Li32134_S11_paired_Abundance-CPM	Li32135_S12_paired_Abundance-CPM	Li32136_S13_paired_Abundance-CPM	Li32137_S14_paired_Abundance-CPM	Li32138_S15_paired_Abundance-CPM	Li32139_S16_paired_Abundance-CPM	Li32140_S17_paired_Abundance-CPM	Li32141_S18_paired_Abundance-CPM	Li32142_S19_paired_Abundance-CPM	Li32143_S20_paired_Abundance-CPM	Li32144_S21_paired_Abundance-CPM	Li32145_S22_paired_Abundance-CPM	Li32146_S23_paired_Abundance-CPM	Li32147_S24_paired_Abundance-CPM	Li32148_S25_paired_Abundance-CPM	Li32149_S26_paired_Abundance-CPM	Li32150_S27_paired_Abundance-CPM	Li32151_S28_paired_Abundance-CPM	Li32152_S29_paired_Abundance-CPM	Li32153_S30_paired_Abundance-CPM	Li32154_S31_paired_Abundance-CPM	Li32155_S32_paired_Abundance-CPM	Li32156_S33_paired_Abundance-CPM	Li32157_S34_paired_Abundance-CPM	Li32158_S35_paired_Abundance-CPM	Li32159_S36_paired_Abundance-CPM	Li32160_S37_paired_Abundance-CPM	Li32161_S38_paired_Abundance-CPM	Li32162_S39_paired_Abundance-CPM	Li32163_S40_paired_Abundance-CPM	Li32164_S41_paired_Abundance-CPM	Li32165_S42_paired_Abundance-CPM	Li32166_S43_paired_Abundance-CPM	Li32167_S44_paired_Abundance-CPM	Li32168_S45_paired_Abundance-CPM	Li32169_S46_paired_Abundance-CPM	Li32170_S47_paired_Abundance-CPM	Li32171_S48_paired_Abundance-CPM	Li32172_S49_paired_Abundance-CPM	Li32173_S50_paired_Abundance-CPM	Li32174_S51_paired_Abundance-CPM	Li32175_S52_paired_Abundance-CPM	Li32176_S53_paired_Abundance-CPM	Li32177_S54_paired_Abundance-CPM	Li32178_S55_paired_Abundance-CPM	Li32179_S56_paired_Abundance-CPM	Li32180_S57_paired_Abundance-CPM	Li32181_S58_paired_Abundance-CPM	Li32182_S59_paired_Abundance-CPM	Li32183_S60_paired_Abundance-CPM	Li32184_S61_paired_Abundance-CPM	Li32185_S62_paired_Abundance-CPM	Li32186_S63_paired_Abundance-CPM	Li32187_S64_paired_Abundance-CPM	Li32188_S65_paired_Abundance-CPM	Li32189_S66_paired_Abundance-CPM	Li32190_S67_paired_Abundance-CPM	Li32191_S68_paired_Abundance-CPM	Li32192_S69_paired_Abundance-CPM	Li32193_S70_paired_Abundance-CPM	Li32194_S71_paired_Abundance-CPM	Li32195_S72_paired_Abundance-CPM	Li32196_S73_paired_Abundance-CPM	Li32197_S74_paired_Abundance-CPM	Li32198_S75_paired_Abundance-CPM	Li32199_S76_paired_Abundance-CPM	Li32200_S77_paired_Abundance-CPM	Li32201_S78_paired_Abundance-CPM	Li32202_S79_paired_Abundance-CPM	Li32203_S80_paired_Abundance-CPM	Li32204_S81_paired_Abundance-CPM	Li32205_S82_paired_Abundance-CPM	Li32206_S83_paired_Abundance-CPM	Li32207_S84_paired_Abundance-CPM
PWY-181: photorespiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.687831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	167.275	198.248	228.298	178.535	116.258	28.7049	95.1873	99.2786	56.9312	6.50953	24.2692	20.434	55.5509	97.0343	76.1466	292.725	219.054	198.204	78.4596	142.767	93.6274	42.4983	57.0576	110.13	222.14	196.53	92.7742	144.959	128.085	67.7144	178.497	74.1216	144.576	142.88	121.892	32.7884	29.6203	106.962	99.0452	38.6772	129.226	65.8336	123.927	101.625	88.9832	266.388	26.3324	130.546	70.7808	40.4792	34.3087	151.053	90.7767	93.057	125.299	147.476	59.6439	30.4221	64.547	55.3679	83.8329	35.1778	154.268	48.833	82.8925	137.41	70.2182	354.1	230.917	271.363	286.206	155.595	404.211	137.591	219.936	343.523	52.3915	33.1517	88.8355	33.2734	34.927	57.3462	113.476	81.7039
PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667972	0	0	0	0	0	0	0	0	0	0.471392	1.91958	0	0	0	0	0	0	0	0	0	0	0.62714	0	0	0	0	0	0	0	0	0	0.386596	0	0.618715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.796696	1.40874	0.954112	0	0	0	0	0	0	0	0	0	0.723136	0	0.64313	0.298223
PWY-2941: L-lysine biosynthesis II	147.004	120.367	121.224	169.477	144.152	101.339	370.191	72.6298	55.8653	205.073	172.794	191.051	139.638	142.757	121	108.609	143.926	186.043	79.8646	118.398	268.278	129.363	97.4821	87.4934	176.124	130.848	96.4292	101.072	74.2763	161.685	204.596	196.147	214.597	120.579	166.304	251.111	283.142	108.843	107.675	101.646	147.486	146.239	269.19	157.382	124.774	188.099	113.502	167.052	135.393	279.543	403.171	318.419	332.654	161.68	118.809	137.449	212.508	164.554	177.443	103.519	86.2833	130.693	81.2103	58.7933	86.3651	126.243	126.478	300.523	114.568	91.7942	89.8944	103.801	42.4276	70.5932	163.56	101.092	228.059	145.777	206.532	271.857	72.7647	99.0133	113.473	48.5668
PWY-2942: L-lysine biosynthesis III	467.174	476.097	489.938	452.574	427.334	393.247	513.495	303.418	301.705	421.057	401.32	421.931	393.014	393.694	384.43	521.227	501.181	504.17	360.364	337.89	406.047	414.253	409.184	395.909	466.86	443.665	470.363	394.837	374.294	403.295	377.748	391.354	401.879	433.291	474.061	438.697	405.348	447.121	463.67	465.854	434.057	348.247	403.98	418.441	341.21	458.977	384.951	419.794	392.515	384.052	361.63	413.088	414.954	412.849	385.067	447.79	375.29	355.327	436.093	406.92	398.074	387.763	400.82	402.397	375.793	425.463	353.693	533.018	434.22	436.79	488.621	478.707	496.415	420.226	413.35	432.368	437.709	392.204	425.308	546.955	250.671	268.466	457.572	439.066
PWY-3001: superpathway of L-isoleucine biosynthesis I	433.589	420.308	451.01	417.382	426.471	343.978	285.446	276.997	302.04	359.001	338.555	353.173	337.315	343.324	310.199	538.127	485.288	479.701	238.268	247.092	311.221	322.21	342.416	333.642	390.21	360.572	342.351	373.516	321.739	296.685	327.334	320.165	478.359	420.319	431.17	372.406	369.073	445.97	463.91	412.7	449.895	321.468	399.559	365.859	357.983	471.457	391.921	458.768	406.172	372.703	509.189	465.567	443.83	371.853	372.456	330.863	370.739	392.07	435.032	361.877	340.653	344.843	573.431	382.819	412.83	378.975	313.822	498.883	355.762	388.347	389.844	303.924	400.714	356.088	388.508	397.53	330.546	301.663	462.578	504.233	363.952	343.849	361.629	349.746
PWY-3781: aerobic respiration I (cytochrome c)	0	0	0.78892	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232554	0	0	0	0.562458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281747	0	0	0	0	0	0.546278	0	0	0	0	0	0	0	0	0	0.0296622	0	0	0	0	0	0	0	0	0	0	1.0936	0
PWY-3801: sucrose degradation II (sucrose synthase)	0	0	0	0	0	0	0	0.402085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59124	0.842717	2.7645	0	0
PWY-3841: folate transformations II (plants)	541.91	551.156	573.299	573.562	488.138	490.595	574.716	469.597	415.159	460.752	447.981	450.629	451.974	453.327	469.551	595.653	551.892	580.063	514.064	474.958	468.546	511.649	502.231	473.735	512.636	530.122	533.5	565.068	565.979	619.342	457.025	463.919	568.679	538.323	582.131	524.096	500.076	561.493	618.277	572.951	514.232	429.32	532.284	494.589	415.607	530.587	508.113	525.995	515.646	466.716	518.857	507.682	508.866	597.649	546.151	564.366	477.78	537.556	591.317	520.004	531.938	558.294	651.986	529.795	574.794	485.995	447.072	516.952	451.355	461.121	514.324	521.916	504.076	460.764	494.02	523.684	524.121	489.862	556.292	615.43	360.63	355.358	585.927	599.978
PWY-4041: &gamma;-glutamyl cycle	83.8916	76.3273	86.3622	91.6571	115.499	42.0756	103.048	87.7706	84.7512	32.2005	27.3022	37.1029	61.1266	58.8655	46.723	179.711	115.39	120.005	32.9847	55.1037	79.9026	57.8416	70.5196	62.942	60.9752	61.5591	42.2887	67.4117	48.426	52.2794	77.7521	55.4229	127.187	47.9595	52.308	32.3984	15.2158	117.659	130.321	67.659	116.348	61.1265	112.858	74.361	114.953	85.2783	73.1016	129.743	108.454	85.6962	214.835	169.985	151.741	63.0747	49.1749	45.0403	55.3467	57.1737	90.6344	37.7224	64.7877	34.3625	226.38	82.0778	121.378	70.45	23.951	115.783	94.2131	94.026	87.9355	48.4356	37.5335	35.2411	97.5651	89.3529	56.586	43.9757	162.79	204.625	205.556	192.573	54.8431	22.3377
PWY-4984: urea cycle	124.637	106.094	47.4832	46.6873	75.1177	65.152	60.2691	85.3659	75.4983	99.37	128.567	133.136	91.5976	184.406	222.932	52.3146	83.9116	76.5527	36.7254	88.2396	34.7031	146.489	136.329	111.083	18.3334	22.4552	21.5781	48.405	71.8221	66.892	114.996	156.621	14.9724	20.4595	100.326	204.488	170.098	146.803	33.9847	67.5839	69.9373	28.9676	35.4678	80.1631	44.7801	99.0809	90.7049	144.128	194.873	205.195	28.486	147.477	128.032	53.9815	173.408	103.439	73.7757	35.0359	22.8426	252.901	174.169	224.144	12.4247	135.573	62.445	61.9215	62.0767	22.8754	180.009	159.924	106.322	199.97	107.366	161.274	55.5546	51.0494	191.701	154.264	102.466	21.966	11.55	4.1122	24.8078	188.402
PWY-5004: superpathway of L-citrulline metabolism	0.51653	0.525585	0.451167	0.943163	0	0	3.7798	10.4766	6.38672	0	0	0	0	0	0	0	0	0	1.6183	0	0	9.80985	8.91152	7.78811	0	0	0	1.58555	4.29814	4.04361	0	1.37079	0	0	0.235509	3.92807	3.34201	3.38492	4.48832	1.17191	0.801853	0	0.401892	0.271329	0	0	0	0.505448	0.408621	0.326999	2.31186	3.66448	1.30615	9.96531	5.01492	7.01452	0	0	0.806527	4.77255	8.29744	3.03464	0	5.92577	5.90505	1.76851	0.859824	1.50662	0	0.966366	1.72648	0	0	0	0	0	0.367562	0	3.18806	4.89402	13.5189	5.90437	0	0.447212
PWY-5005: biotin biosynthesis II	18.8776	64.0317	28.1023	8.65561	9.55561	0	5.64299	10.7057	8.47753	32.1903	37.5088	44.0838	15.6375	21.0307	13.7174	6.29834	11.9118	7.57981	5.56805	2.41741	10.1104	2.27236	0	0	25.7027	17.5757	14.8234	15.7555	28.0857	20.6531	24.5146	16.1064	8.93749	21.7864	13.6429	33.9739	23.8573	45.4922	33.8485	31.9462	27.7883	30.5376	73.5918	44.828	0	0	27.6381	39.2274	21.4634	23.8589	17.8814	25.3081	29.8121	47.0458	37.8635	32.4885	9.46869	0.543203	11.505	24.6126	38.4149	15.3059	1.9242	7.92208	4.35151	25.7583	12.7006	22.2352	13.2647	11.5553	10.2293	34.8696	12.5505	6.30441	28.7959	23.975	6.22174	6.43711	17.7072	0	6.62806	3.71484	2.03263	1.66652
PWY-5022: 4-aminobutanoate degradation V	4.88612	2.1794	3.05895	13.8317	6.22878	18.4914	17.2983	63.3547	82.7632	28.3812	27.5202	17.4618	7.07474	2.64395	6.30508	7.55777	27.0184	16.5793	20.5727	40.6641	18.6465	25.1013	11.0558	26.459	20.6039	28.0179	22.2006	18.8347	27.7209	12.6167	19.4062	7.82061	3.10047	8.50833	34.0434	30.0543	9.21785	30.8439	17.3247	22.4642	23.28	6.13105	8.85268	12.2876	26.9616	9.7566	14.0121	21.1021	13.3502	11.6434	6.18652	16.609	14.9424	44.9641	28.5185	34.4203	5.58091	4.98099	11.2269	1.72995	3.01076	2.26718	1.72021	9.08045	4.42702	3.07451	3.92388	4.1978	14.9486	8.39689	14.0284	17.949	20.3515	18.7983	9.97036	7.67906	29.5869	56.23	17.8651	15.7747	22.1167	8.88831	4.41643	20.9447
PWY-5028: L-histidine degradation II	0	0	0	0	0	0	0.403091	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08959	0	0	0	0	0.708846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.99346	0	1.45724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5030: L-histidine degradation III	111.31	121.957	39.201	60.6007	144.932	64.5439	39.5646	134.427	115.169	210.534	194.881	157.053	206.045	143.275	174.838	87.7881	164.404	180.06	21.0666	81.6432	51.8116	109.762	80.1003	70.0009	29.4246	39.0479	36.2332	44.5342	84.4764	70.5467	127.511	150.163	4.63772	30.7689	80.6248	275.736	342.724	70.9893	16.5816	23.3417	38.5349	50.762	69.18	149.338	81.3368	100.326	86.7048	112.133	150.925	193.8	87.3457	167.205	166.228	79.4634	91.4291	106.139	123.08	69.459	46.0914	252.389	121.6	157.471	12.457	109.707	49.208	56.5913	120.113	8.83128	121.872	110.283	105.921	161.565	66.1516	125.799	78.8238	45.8405	211.46	144.05	80.2883	29.8713	25.9152	9.71319	20.4544	143.736
PWY-5055: nicotinate degradation III	0	0	0	0	0	0	0	0	0	0.220048	0	0	0	0	0	0	0	0.966584	0	0.70373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.388692	0	0	0	0	1.13628	0.341196	0	0	0	0.245936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5088: L-glutamate degradation VIII (to propanoate)	0	0	0	0	0.146251	0	0	0	0	0	0	0	0	0	0	0.357579	1.82313	0.705898	0	2.12016	0	0	0	0	0	0	0	0	0	0	0.370328	0	0	0	0	0	0	0	0.621179	0	0	0	0	0	0	0	0	0	0.290204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179413	0	2.41666	0.139971	0	0	0.296801	0	0	0	0	0	0	0	2.81459	0	0	0	0
PWY-5097: L-lysine biosynthesis VI	537.287	556.219	616.769	535.169	479.563	523.824	530.863	353.956	366.8	432.697	426.383	434.662	419.894	425.203	427.363	640.181	550.267	556.983	376.723	377.139	448.573	474.693	463.278	459.003	509.702	526.21	534.98	483.913	489.569	478.013	430.807	436.11	543.511	619.397	607.875	467.935	423.228	551.735	621.006	551.487	562.998	426.238	494.704	477.882	430.132	520.167	467.734	556.963	502.715	445.174	490.958	479.148	479.214	549.289	523.748	515.955	458.57	494.262	591.368	443.215	470.103	441.73	798.687	510.887	550.309	498.514	380.217	565.167	478.663	506.531	543.84	530.747	560.178	469.326	505.262	551.914	466.363	448.55	553.778	613.035	373.095	367.745	625.333	528.076
PWY-5100: pyruvate fermentation to acetate and lactate II	333.779	360.741	454.556	390.997	286.311	314.924	123.094	234.077	207.218	217.255	215.763	240.726	193.145	214.915	216.738	453.961	353.065	333.448	371.904	260.856	349.264	200.107	231.427	265.299	399.977	349.918	315.351	368.192	276.549	173.189	294.158	257.344	494	515.294	393.208	239.677	144.735	314.373	421.186	265.224	314.239	216.266	330.278	190.713	313.563	472.525	394.552	377.401	298.754	217.074	438.688	350.147	382.042	277.534	326.338	267.993	310.99	346.504	446.445	183.731	224.138	199.916	604.411	312.867	436.616	381.139	195.532	543.553	284.567	315.137	353.082	214.768	407.614	248.835	377.099	386	183.703	170.534	344.896	361.015	259.297	349.453	344.291	257.157
PWY-5101: L-isoleucine biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02654	0	0	0	0	0	0	0	0	0	0	0	1.02443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.06377
PWY-5103: L-isoleucine biosynthesis III	522.359	533.924	598.408	550.452	529.225	527.808	559.252	329.375	354.956	438.093	410.41	424.626	365.817	356.15	357.063	738.898	608.476	597.62	422.813	407.822	421.919	419.241	439.402	431.354	527.914	531.598	538.549	512.804	487.066	483.048	444.525	410.209	655.564	621.381	632.854	456.732	455.593	575.492	661.997	555.096	591.269	463.666	456.848	430.865	423.391	543.091	465.125	613.355	533.624	433.512	556.216	511.645	508.962	492.081	437.876	432.791	456.059	513.603	600.656	427.471	420.731	401.762	921.079	444.972	528.701	478.649	332.874	601.71	421.408	464.385	552.089	376.834	496.461	418.998	496.782	542.818	439.552	409.252	634.094	651.72	403.267	345.726	574.247	479.419
PWY-5104: L-isoleucine biosynthesis IV	0.691127	2.48407	0	1.04546	3.91796	0	12.0553	0	0	0	0.332138	0.183274	0	0	0	0.189946	3.15083	9.43502	0	19.531	0.518309	0	0	0	0	0.521745	0	0	0	0	12.8385	0.300821	0	0	0	0	0	0.144659	10.7411	0	0	1.49716	5.93239	10.1474	41.1988	4.83457	12.604	7.41713	2.38465	0	0.225794	8.20807	11.2919	0	1.38326	0.817036	0	0	4.04098	0	0	0	0	0.679505	0	1.30515	0.823212	14.3001	0.983891	0	0.57569	0	0	0	0	0	0	0.54009	16.9448	14.8363	13.9925	8.88419	0.207255	0
PWY-5109: propanoate fermentation to 2-methylbutanoate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.353242	0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	194.501	172.684	121.141	141.051	111.007	223.012	86.7036	56.0869	48.0543	130.544	177.641	183.831	163.429	188.859	146.745	112.402	84.7463	104.561	34.4892	46.8785	57.1179	65.8956	45.9895	65.7474	64.6638	89.8823	136.99	65.0406	59.1254	126.085	131.173	178.253	51.9923	37.1795	101.966	174.678	146.858	114.564	71.8847	70.096	97.4972	83.878	109.157	146.529	192.845	146.439	108.734	132.764	146.603	128.126	178.247	214.442	147.116	105.402	66.3018	56.7071	109.376	131.887	97.616	244.83	197.323	139.239	48.8268	169.743	108.303	134.089	89.2594	39.9674	243.882	258.424	180.695	234.341	147.044	187.506	122.917	205.295	91.3546	129.99	88.4023	20.446	127.947	52.5551	94.9787	94.4975
PWY-5130: 2-oxobutanoate degradation I	3.047	1.34203	3.52779	8.89462	9.24396	0.638781	16.7795	19.8386	15.2516	2.61168	3.23742	2.96448	14.3271	16.734	19.6564	19.5115	60.5625	37.5873	14.9437	18.8873	17.7081	35.6853	47.2534	30.4432	8.02241	12.6142	11.7626	4.61687	44.5222	43.0704	6.13411	2.50794	3.85201	4.63819	16.3254	101.232	100.652	14.9756	7.36949	9.67229	11.3573	4.52333	6.01867	2.7034	2.73226	6.11508	5.944	20.8631	32.6202	29.9313	5.63306	35.0404	25.3372	31.6922	34.2824	30.291	15.4574	5.3531	9.3464	49.0814	17.1329	40.2635	2.42379	25.0734	11.6324	18.8157	29.7048	4.37565	14.6708	8.03013	20.7184	13.2651	8.92428	10.2702	20.4228	3.05208	33.8216	24.1582	27.2692	3.63659	7.08099	3.36483	9.76091	20.8608
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)	24.7472	33.3448	33.3107	21.8778	24.1779	16.154	33.6811	120.511	130.103	14.9943	16.9096	22.8408	17.8132	15.8905	18.6554	68.1978	93.7249	80.1831	17.9585	37.722	10.1078	4.48751	2.17374	3.33832	2.53435	7.28956	5.06965	10.8221	9.89218	33.4541	33.9887	17.9507	7.68158	44.3733	39.0573	11.1685	7.61893	16.3062	30.2415	10.2533	20.8747	23.9031	49.4276	53.2495	49.7584	41.8985	34.0685	51.325	31.6306	31.1893	46.7975	37.6769	39.625	11.0761	7.67022	14.0173	31.3069	27.4083	48.0691	17.8489	20.8044	30.0141	9.11098	8.11438	11.1071	14.1491	7.85905	48.7341	40.6652	21.8912	44.0797	37.339	28.259	18.0273	12.9288	9.67449	5.77001	8.04935	41.8444	27.1429	337.302	269.864	13.4713	12.3331
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	217.418	238.444	90.5872	101.497	251.617	133.258	262.569	215.375	188.251	317.631	302.133	293.964	319.558	292.146	289.217	159.111	219.52	303.104	41.4313	143.619	58.6895	187.456	151.574	127.004	92.1209	80.9865	65.3092	74.4851	244.99	182.464	215.696	255.268	51.027	188.134	123.809	271.487	258.663	159.49	65.5956	332.924	214.59	385.142	174.375	380.891	155.898	190.624	196.66	185.423	217.015	276.284	161.899	201.995	208.62	151.629	267.822	177.559	204.114	116.112	93.1013	336.485	209.288	281.412	28.4832	199.802	88.739	106.172	270.969	151.331	242.731	196.925	211.462	296.073	146.323	254.822	128.811	82.9853	307.034	238.972	133.631	164.229	300.968	369.767	32.7654	283.059
PWY-5156: superpathway of fatty acid biosynthesis II (plant)	0	0	0	0	0	0	3.82615	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5180: toluene degradation I (aerobic) (via o-cresol)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.53865	5.95313	0	0	0	6.49866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1339	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	199.169	203.343	298.873	313.302	90.5609	197.319	260.943	129.447	169.435	130.416	116.188	140.224	76.4306	111.981	102.413	277.014	237.581	222.346	235.748	143.043	171.158	175.638	147.312	156.062	223.51	254.959	264.965	205.621	142.937	141.681	173.052	162.383	310.685	222.735	304.527	171.935	84.1819	136.499	231.813	170.496	153.717	138.885	209.833	133.188	160.459	209.244	192.424	157.469	157.638	60.0204	195.034	110.026	109.203	187.805	125.832	190.984	185.373	271.185	293.432	138.81	247.801	131.438	283.664	213.016	311.375	194.244	114.726	342.533	161.346	174.559	222.178	108.392	252.928	147.028	222.785	233.21	102.847	131.621	195.225	284.102	296.916	265.689	284.246	225.282
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	1.25822	3.20351	2.63421	16.2652	4.05054	1.99855	12.538	59.6205	91.1911	0.731614	0.292158	0.302887	1.70384	1.29269	2.39383	3.97964	9.9096	8.02982	1.60975	9.92439	1.49359	0.940658	0.345641	0.474584	4.66339	2.753	2.79919	4.41853	2.28467	9.17723	5.23191	0.978946	1.37644	10.1325	6.10031	2.19696	0.941755	3.19133	10.942	3.27206	6.22815	2.68941	5.18605	2.57944	34.2368	8.08015	12.9111	4.83423	1.54147	1.64335	13.4071	14.7158	10.1661	2.75033	1.27181	3.16026	6.04008	4.57567	6.30374	3.3873	5.41153	1.04457	6.93275	3.66421	4.75413	6.43288	1.1691	23.497	8.17228	7.57681	10.4175	6.35974	8.38351	5.6433	1.60945	2.54787	0.283055	0.586185	11.7033	11.2476	168.124	83.7435	13.1991	3.87806
PWY-5198: factor 420 biosynthesis II (mycobacteria)	0	0	0	0	0	0	24.369	6.52844	10.0859	0	0	0	0	0	0	0	0	0	0	0	0	10.3936	5.8993	10.5568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0225	0.244676	6.29402	0.119273	0.825416	1.98234	1.73445	5.94603	1.92602	0	0	0	0.190743	0	5.57638	0	0	0	0	0	0	0	0	0	0	2.02523	5.22743	0	0	25.1921	10.4227
PWY-5209: methyl-coenzyme M oxidation to CO2	0	0	0	0	0	0	22.8795	6.10748	10.8584	0	0	0	0	0	0	0	0	0	0	0	0	10.7062	5.39031	10.2373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.68042	0	6.24736	0	0.777258	1.54725	1.83299	5.88094	1.84647	0	0	0	0.299706	0	5.02195	0	0	0	0	0	0	0	0	0	0	1.61331	4.98819	0	0	24.4616	10.6241
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	2.00963	0	0	64.1326	69.7581	1.57538	5.706	39.2029	17.3395	4.81212	20.1617	11.8989	9.15892	6.05082	13.255	2.71548	11.6618	12.1115	24.3682	8.78707	17.5984	0	1.5068	16.8439	55.3944	17.2833	2.82048	29.7837	22.4714	65.2758	7.9192	2.45078	20.6396	2.13652	0	74.7683	0	15.2948	6.97455	21.1578	15.1396	8.23346	30.9202	16.6709	1.74667	5.38041	10.0848	4.00933	0	2.61987	1.60299	2.31813	7.27669	13.6532	26.1137	18.7085	5.32812	2.07038	0	5.33695	4.57138	5.16994	0	0	1.33283	40.4786	7.02739	27.0602	4.45704	3.22316	1.72793	1.12591	0	5.58801	1.69431	0	5.6711	28.5104	7.10939	26.4897	16.2365	12.6607	41.8024	19.7811
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	1.78373	11.5519	0	44.3372	23.8535	0	76.1105	182.017	201.13	3.21945	4.08143	4.07838	0.375918	0	0.680421	28.0389	50.8252	55.797	30.8341	67.9266	8.14592	22.0288	12.3767	10.3495	4.90941	2.44744	8.00946	30.9045	16.9997	56.2538	41.0458	18.852	17.599	8.18684	1.65164	12.2637	1.28504	82.2313	60.0897	160.77	95.1498	29.6938	19.0364	22.0676	134.353	33.007	60.9078	39.5575	29.1015	11.6283	55.5454	46.2152	52.8884	2.66612	8.80596	5.4695	47.7324	48.7052	32.733	11.1376	14.7978	1.08116	24.9118	10.3121	15.8771	60.8266	64.5155	123.332	9.07951	2.86157	1.56333	26.5277	30.5033	8.43519	24.5421	12.0655	12.4191	30.0439	80.0111	68.9621	258.766	232.79	10.2931	29.2697
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	21.6939	14.1613	11.0433	17.1328	6.02713	13.2803	31.5394	83.7824	128.513	2.1805	17.8862	13.6651	1.91798	3.30002	5.29999	13.4169	31.9925	26.6608	8.62621	32.4072	5.21117	3.11013	9.29158	0.768249	25.1697	23.7246	24.7733	8.4227	2.53068	5.66617	36.1018	1.52391	12.6509	24.0746	14.1581	4.31105	2.67087	1.56721	13.4662	4.00459	3.20422	10.3602	20.8466	14.7503	86.4911	29.5623	36.6464	15.6883	6.28454	5.84439	131.713	107.685	117.199	4.09237	6.6008	2.43646	12.8189	13.4667	31.4493	1.2805	4.1262	8.50767	6.63375	6.60393	7.71801	26.1009	10.1104	43.1044	6.08505	5.44606	0.225042	12.7245	16.4824	0.856479	15.7493	24.4	0	0.850301	55.2696	36.5547	250.523	208.717	15.4851	7.01906
